original_name,suggested_db_id,description,size
05bde08e18944432936d01bbbd0a673e,white_costume_mask_01,"A white, winged masquerade mask featuring stylized, jagged black eye cutouts. The mask has a curved profile designed to fit over the eyes and bridge of the nose, extending outwards towards the temples. It appears to be made of a rigid, matte material like plastic or painted cardboard, serving as a costume accessory.","""[10.869, 5.081, 0.616]"""
05c01c5caafd45b987bc0d7ed14d0550,metal_hedgehog_robot_01,"A low-poly, grey metallic robot character resembling a roboticized hedgehog. It features a head with pointed ears, a central vertical spike, and large, glowing white rectangular eyes. The body is blocky with a circular chest component, extending into arms with clawed hands and thick legs with large feet. A large, segmented tail is visible on the back. The object appears to be a 3D asset for a simulation or game, rendered in a monochromatic grey material.","""[2.465, 2.651, 2.008]"""
05ca81ed1ed4490a9eb1b6cfdc136ddb,beige_rabbit_figurine_01,"A beige rabbit figurine with a distinct swirly, fur-like texture. The rabbit is sitting with its legs extended forward, featuring long ears, a small white tail, and pink pads on its feet. It is adorned with a blue and green patterned bow tie around its neck. The object appears to be a decorative toy or collectible item.","""[1.050, 1.038, 0.970]"""
05d3947ab1814d86b03ae4d70da8a7c5,unknown_object,Unrecognizable or abstract object.,"""[0.828, 0.513, 0.352]"""
062701304c3f4282b815cf8ed861b27e,military_buggy_01,"A low-poly 3D model of a military-style light vehicle, resembling a dune buggy or scout car. The vehicle features a matte olive green body with four large, knobby off-road tires with white rims. The body shape is asymmetrical, featuring a flat, boxy section and a pointed, cone-like section. A weapon system is mounted on the pointed section, consisting of a grey mount and a white barrel. The model has a blocky, geometric aesthetic typical of simulation assets.","""[5.445, 5.295, 9.287]"""
062894e61e8e4681a5c5ca465ec8477a,tie_fighter_01,"A 3D model of a TIE Fighter spacecraft featuring a central spherical cockpit with red accents and a circular viewport. Two long struts extend from the cockpit to support large, hexagonal solar array wings with dark frames and lighter internal panels. The object is designed as a space superiority starfighter.","""[6.858, 8.047, 7.236]"""
06319ca95421483ea3ffc8314c76d929,mineral_specimen_01,"A geological mineral specimen consisting of a light cream-colored rock matrix, likely calcite, containing large, irregular inclusions of a dark blue-black mineral. The object has an elongated, slab-like shape with rough, crystalline surfaces and natural fracture edges. A small white identification tag is attached to the bottom edge.","""[1.120, 0.360, 1.370]"""
063bb6aab2424ae1a76634e7e564babc,wooden_window_frame_01,"A rectangular wooden frame with a light blue central pane, resembling a window or picture frame, featuring a yellow label with text and a bee icon attached to the bottom edge. The frame is made of light-colored wood and has a thin profile.","""[3.415, 55.767, 32.460]"""
064dffa3d50d4788add49e0e7ff3347b,slender_alien_01,"A white, untextured 3D model of a slender, humanoid fantasy creature. The figure features large, pointed ears or horns, a small head with large eyes, and a very thin, elongated torso and limbs. It possesses a long, thin tail that extends from the lower back, curving downwards to end in a bulbous shape. The feet appear clawed. The arms are outstretched in a standing pose, typical for a character rig.","""[22.869, 36.753, 10.538]"""
065c3074f99d47f0b281bcd64242d298,seated_statue_01,"A small, grey figurine of a seated human figure, likely made of stone, clay, or terracotta. The figure is posed in a meditative position with legs folded beneath the body. The head is tilted slightly backward, and a circular indentation is visible on the chest. The object has a rough, matte texture and sits on a flat, irregular base.","""[0.418, 0.465, 0.539]"""
0664bdcd84174ab4bc5ff59d42953f74,modern_house_01,"A modern, single-story architectural structure, likely a house or pavilion, characterized by a flat, dark grey roof and white walls. The building features thin, vertical columns supporting a roof overhang on the left side. A smaller, lower extension is attached to the right side. The base includes a sloped, greenish element, suggesting a ramp or landscaped area. The design is minimalist with clean, geometric lines.","""[691.400, 253.937, 777.435]"""
068d0896c9f94a24a55b44fc1f90b3b6,white_acanthus_molding_01,"A white architectural molding strip featuring a repeating relief pattern of stylized acanthus leaves. The object is a long, horizontal element with a complex, curved profile visible from the side, typical of a classical cornice or frieze. It appears to be made of plaster or stone and is designed for decorative architectural application.","""[234.000, 51.000, 31.000]"""
068eac5d3fbc4a8986d5a404f2edb488,dragon_statue_01,"A 3D model of a fantasy dragon statue perched atop a tall, gnarled, rocky spire. The dragon features a reptilian head with visible teeth and textured grey skin, with reddish-brown wings or leathery flaps draped along its body. The base structure resembles petrified wood or rough stone, featuring intricate, organic details. The object rests on a flat, white platform.","""[0.979, 1.026, 1.027]"""
06923953e80342e4bb1f378110a5deaf,white_chibi_character,"A white, untextured 3D model of a humanoid character with exaggerated proportions, featuring a large spherical head and a smaller body. The figure has a smooth, matte surface resembling clay or a default 3D shader. The frontal view displays the character in a T-pose with arms extended horizontally, while the lateral view shows a standing pose with arms bent at the elbows. The superior view highlights the large, faceted spherical shape of the head.","""[2.176, 3.156, 1.427]"""
06a4c212c59c4300b327f7f2ce565dec,modern_house_01,"A 3D model of a modern, single-story residential building, appearing to be a duplex or two-unit structure. The facade features a contemporary design with a mix of white stucco, dark grey panels, and a central section clad in horizontal wooden slats. Two separate entrances are visible, each flanked by tall, narrow windows and accompanied by small square windows near the roofline. The building has a flat roof and is fronted by paved walkways with strips of grass, bordered by grey side walls.","""[472.441, 201.575, 1185.512]"""
06c6f236b7c74c85972b91bf9c522725,pink_donut_01,"A pink torus-shaped object resembling a donut with a yellow rim and a small yellow star topping. It is surrounded by several small, colorful spheres (pink, blue, cyan, orange, purple) and is positioned adjacent to a large, flat purple square plane. The materials appear to be matte plastic or clay.","""[0.328, 1.173, 1.174]"""
06db9266713247fab35fc073c0b1b4cb,unknown_object,Unrecognizable or abstract object.,"""[0.026, 0.052, 0.026]"""
06e62743a034421f843d88175c87d916,silver_ray_gun_01,"A silver, metallic-looking sci-fi ray gun or toy blaster. The object features a red conical nose cone and a pistol grip handle decorated with a red lightning bolt symbol. The main cylindrical barrel has vertical slats or vents along the side and a knurled texture at the rear end. The surface has a smooth, painted finish resembling metal.","""[5.822, 3.471, 1.379]"""
06ec594538ea43bf8a6504b8c41af821,wooden_building_frame_01,"A 3D model of a wooden building frame or skeleton, likely representing a small house or shed under construction. The structure features a floor system with visible joists, vertical wall studs, and roof rafters forming a sloped roof section on the left side. The material is light-colored timber, and the object appears to be a CAD model or simulation asset for construction purposes.","""[1242.749, 160.938, 629.528]"""
06ef423adbf34d01b96bdf141dde1c52,sci-fi_rifle_01,"A futuristic rifle characterized by a long, dark barrel with rusted textures and a red stripe running along its length. The weapon features a mounted boxy scope, a pistol grip, and a forward handguard with red striped accents. The stock is dark reddish-brown with a glowing red element, and the overall construction appears to be heavy metal with signs of wear and weathering, typical of a science fiction firearm.","""[235.656, 68.150, 13.004]"""
0707ef7ccec5487a9d8a88a93e035f5d,unknown_object,Unrecognizable or abstract object.,"""[21500.000, 6524.354, 15800.000]"""
0712f63f7e714e0d8d1247a08ec1f7fe,unknown_object,Unrecognizable or abstract object.,"""[1515.000, 462.000, 1550.000]"""
072346d8e2ee4a6f96a6ba861c907b1a,meeting_room_corner,"A 3D asset representing a corner of an office or meeting room. The scene features a large, oval-shaped wooden conference table surrounded by four black office chairs with swivel bases. On the table surface, there are scattered white papers and a small white bottle. The room has blue walls and a dark grey floor. A wooden shelving unit is mounted on the back wall, holding various bottles and glassware. In the corner stands a tall floor lamp with a conical yellow shade. A framed picture hangs on the right wall. A window in the back wall displays a night scene with a full moon and stars.","""[2.669, 1.588, 2.280]"""
072da1663fc74b508d04b66932aee8a9,ghost_sheet_01,"A 3D model of a white sheet draped over a form to resemble a classic cartoon ghost. The object features a white, fabric-like material with realistic folds and draping. Two small holes are visible near the top center, representing eyes. The shape is irregular, with the fabric hanging down in vertical folds, creating a tapered bottom. The superior view shows the top of the ""head"" and the spread of the ""shoulders"" of the sheet.","""[5.162, 4.687, 4.069]"""
0733c4845ce14e17a0ee262a8de0cd5b,white_cylinder_01,"A short, white cylinder oriented with its circular face towards the viewer. The frontal view displays a circular outline, while the lateral and superior views reveal its thin, disc-like profile. The surface appears smooth with a slight gradient, suggesting a plastic or metallic material. It resembles a coin, a washer, or a generic geometric primitive.","""[8.000, 8.000, 1.631]"""
074051493fcb400d8b7be0ee3bbb17ed,pink_teapot_01,"A salmon-pink teapot with a matte finish. The object features a rounded, bulbous body, a curved spout extending from the left side, and a loop handle on the right side. It is topped with a flat, circular lid that has a small cylindrical knob in the center. The design is consistent with a vessel used for brewing or serving tea.","""[2.397, 1.311, 1.698]"""
0749f82a2bda4655a4084a5bc69b8ad3,smoke_grenade_handle_01,"A cylindrical military signaling device or smoke grenade handle featuring a long, tapered wooden grip attached to a dark olive-drab green metal body. The green canister has a flared rim at the junction with the handle and displays yellow German text reading ""Gebrauchskapsel"" and ""setzen"" (indicating instructions to insert a fuse capsule). The top surface of the canister shows a white symbol and the text ""MR 200 1210"". The object appears to be a component of a smoke grenade or signaling apparatus.","""[205.360, 205.360, 984.845]"""
0769f94d842e4b649e6e2d05fe52bcda,cobblestone_sphere_01,"A spherical 3D object textured to resemble a ball made of cobblestones. The surface consists of irregular, light-grey stones fitted together with dark mortar or grout, creating a rough, weathered appearance. The superior view reveals a distinct radial pattern where stones are arranged in a starburst or flower-like shape radiating from the center. This object appears to be a decorative stone sphere or a prop suitable for a simulation environment.","""[1.033, 1.040, 1.013]"""
077dba32f673417fa073e7adf1182441,retro_items_collection_01,"A collection of 3D assets arranged on a grey surface, including a black cassette tape, a yellow first aid kit with a pink cross and purple sides, a blue and white file folder, a red lollipop on a stick, a grey walkie-talkie with an antenna, and a grey rectangular device resembling a remote or phone.","""[11.057, 2.548, 8.628]"""
07926314bcf84b639ee6bffaefc6ec8c,island_diorama_01,"A miniature diorama model of an island featuring a central, textured mound resembling a rocky or coral-covered hill. A sign at the rear reads ""Suwara Island"" (スワラ島). The scene includes small character figurines, green vegetation, and starfish decorations placed on the surface. It sits on a rectangular base with a blue, water-like texture and white foam details around the edges, suggesting a coastal setting. The object appears to be a 3D printed or sculpted asset, likely a game prop or collectible.","""[0.985, 0.330, 0.686]"""
07be0f0bb2e74395aceeb6ca41443636,red_stepped_pyramid_01,"A low-poly 3D model of a red stepped pyramid, resembling a Mesoamerican temple structure. It features a rectangular base with tiered red steps leading up to a flat summit. A central white staircase ascends the front face. The asset is situated on a green grassy baseplate with small stylized trees, indicating it is a landscape prop for a simulation or game environment.","""[800.000, 590.867, 800.000]"""
07d3214101664660841602ddb2f2163d,padlock_and_key_01,"A 3D model of a padlock and a key. The padlock has a rectangular, gold or brass-colored body with a silver U-shaped shackle. The accompanying key is silver or white, featuring a circular head and a long shaft with teeth at the tip. The objects appear to be rendered with a slightly low-poly aesthetic.","""[8.317, 7.087, 10.258]"""
07e437f868964b518a645966c5aa3b73,charred_wood_figure_sculpture,"A vertical sculpture depicting an elongated, abstract human figure. The figure stands on a rectangular base and appears to be crafted from a dark, charred wood or a similarly rough, mottled material in shades of black and grey. The pose is dynamic and slender, with arms reaching upwards and legs positioned in a walking or dancing stance. The surface texture is fragmented and organic, resembling burnt timber or weathered stone.","""[12.564, 59.500, 31.182]"""
07f56479ef414c479553541ebaa039d0,white_mannequin_01,"A white, untextured 3D model of a standing human figure, resembling a generic mannequin or base mesh. The object features a simplified, smooth geometry with a distinct head, torso, arms, and legs. It lacks specific facial features, clothing, or textures, appearing as a blank white form suitable for use as a placeholder character or rigging base. The figure stands upright with arms hanging loosely at its sides.","""[6.828, 14.247, 4.049]"""
081115bd0e9a4c3a93f5907a4000a68c,stiletto_dagger_01,"A 3D model of a stiletto dagger featuring a long, slender, silver-colored metal blade with a central fuller and a sharp, pointed tip. The handle is dark grey with a textured, chevron-patterned grip, separated from the blade by a simple guard, and ends with a rounded pommel.","""[473.719, 113.893, 22.581]"""
0815d183396d45db8b743c24fa54d0c1,mineral_specimen_01,"A 3D model of a mineral specimen featuring a cluster of blocky, translucent white and grey crystals embedded in a rough, darker grey matrix. The object has an irregular, lumpy shape typical of geological formations. A small white identification label with the text ""R1410"" is attached to one of the central crystals. The surface texture is rough and crystalline, with distinct geometric faces visible on the individual crystal points.","""[3.379, 2.757, 2.568]"""
082513d42dc048ef9413aec91aad6c62,white_shelter_01,"A small, white, low-profile structure resembling a shelter or small building. It features a central block with a peaked roof and a tall, vertical rectangular stack on the right side, resembling a chimney or vent. Angled support beams extend from the central block to the ground on either side. The object has a smooth, white surface, likely representing painted metal or plastic, and sits on a flat, white base platform.","""[17.761, 6.142, 17.749]"""
0863d436d0514ecb924b4d04af052efc,male_character_formal_wear,"A 3D male character model with short dark hair and glasses. The figure is dressed in a dark grey long-sleeved button-up shirt, dark grey trousers, a brown belt with a gold buckle, and brown shoes. The model appears to be a simulation game avatar, shown in standing poses from frontal, lateral, and superior angles.","""[1.180, 1.982, 0.430]"""
086dd6b8b2eb43ed8b5846bed8e97b09,grey_bear_head_01,"A dark grey, low-poly 3D model of a stylized animal head, resembling a bear. The object features a large, rounded cranium with two distinct, triangular ears on top. It tapers down into a neck and a small body section with a tail-like protrusion at the rear. The surface is smooth and untextured, suggesting a matte material like clay or stone.","""[2.812, 4.336, 2.169]"""
089ef9f7ea674d93909ab7c00ca037d1,demonic_mask_01,"A 3D model of a stylized, horror-themed mask or helmet. It features a pale, bone-like white base with glossy, dark red accents that resemble blood or exposed organic tissue. The object has two curved horns on the forehead, large hollow eye sockets, and a prominent central ridge running down the nose. The lower section displays a jagged, fanged mouth with sharp, downward-pointing spikes. The texture appears smooth and somewhat glossy, particularly on the red sections, suggesting a wet or polished surface.","""[1.672, 2.000, 1.794]"""
08b575d095e7442fad84e75da2757e7a,spiky_wolf_character_01,"A 3D model of a stylized, bipedal wolf-like creature. The object is dark grey with a texture resembling dreadlocks or thick spikes covering the back and neck area. It features a canine head with a snout, sharp teeth, pointed ears, and a white eye with a red outline. The creature stands on two legs in a hunched, aggressive posture. The model appears to be a rough draft or concept asset.","""[0.966, 1.254, 1.399]"""
08cb15a0c57748f793e0ead5e5095722,cargo_sidecar_01,"A three-wheeled motorized cargo vehicle featuring a motorcycle front end with a single headlight, handlebars, and a white front fender. A flat black roof covers the driver's area. Attached to the side is a large, tan, rectangular cargo box with a rounded rear end. The rear wheel is spoked and located on the sidecar side. The object has a low-poly, blocky aesthetic typical of simulation assets.","""[46.633, 44.979, 62.549]"""
08d2e0c319a0461a96604113151f521e,architectural_wall_segment,"A horizontal segment of a masonry wall facade. The structure features a wooden double door with an arched top on the left side, a small shelf niche, a central window with grey shutters, and a large rectangular plaque with text on the right. The wall surface is textured with light and reddish bricks, and there are arched recesses along the top edge.","""[10.026, 3.190, 1.055]"""
08ddd5d8f73b4f33accfd89997285798,black_backpack_01,"A black fabric backpack featuring a mesh back panel for ventilation and adjustable shoulder straps with buckles. The bag has a top carry handle and a side drawstring cord. The interior lining is red, visible when viewed from the top. A small flag logo patch is attached to the left shoulder strap.","""[37.177, 65.213, 25.998]"""
08ea951dc40047d48bdf5ebd95830c7b,silver_door_knocker_01,A silver-colored metal door knocker featuring a circular backplate with concentric ridges. The center is dominated by a sculpted lion's head holding a metal ring in its mouth. The object has a distinct 3D relief profile with the ring hanging below the faceplate.,"""[0.660, 0.632, 0.595]"""
08f577c0b0224b53b79f007c9911ebc3,white_human_figure_01,"A white 3D model of a standing human male figure. The figure is depicted in a T-pose with arms extended horizontally in the frontal and superior views, and with arms raised above the head in the lateral view. The model features a uniform matte white surface, resembling a 3D scan or a generic base mesh for animation, with visible facial features and short hair.","""[1.780, 1.871, 0.428]"""
08fd3ec2fd5b434bb577e8b76208a700,white_ornamental_corner_piece_01,"A pair of symmetrical, white decorative molding pieces featuring intricate acanthus leaf and scroll motifs. The objects are vertical flourishes with a curved top and tapering base, designed as corner accents for mirrors, picture frames, or wall panels. The material appears to be a smooth, matte white substance like plaster or painted wood.","""[347.929, 317.668, 24.910]"""
0906421752f2469fa0b02af1755f1c67,rural_compound_01,"A 3D terrain mesh asset depicting a rural compound or small facility. The scene includes several buildings with grey roofs, a parking lot containing multiple vehicles, and a paved road. The terrain is covered in grass and dirt textures, with scattered trees and bushes along the edges and near the structures. The geometry forms an irregular polygon, typical of a generated environment tile or photogrammetry scan.","""[257.768, 37.211, 265.077]"""
090f1a2e34c14889b3ea29ab7b931185,unknown_object,Unrecognizable or abstract object.,"""[0.040, 0.072, 0.042]"""
0942a95f18e544ea9c0a2b350bb3878e,raised_fist_statue_01,"A low-poly 3D model of a stone or concrete statue depicting a raised, clenched fist. The object features a vertical arm extending upwards from a square, diamond-oriented plinth base. The fist is positioned at the apex, pointing skyward. It serves as a symbolic monument, likely representing resistance, solidarity, or protest.","""[39.987, 50.341, 47.620]"""
095e633990084e8b812fc7270c47010c,wooden_horn_01,"A curved, reddish-brown wooden hunting horn featuring gold metallic bands. The instrument has a flared bell with a distinct serrated interior edge and a cup-shaped mouthpiece at the opposite end.","""[0.307, 0.143, 0.102]"""
095f114bbc874e609d6aa4787c8ac1a3,statue_leda_swan_pedestal_01,"A white marble or stone sculpture depicting the mythological scene of Leda and the Swan. The statue features a female figure seated atop a large bird, likely a swan, which is perched on a square stone pedestal. The pedestal has a columnar shaft with a stepped base and a capital, featuring a faint inscription on the front face. The figure is shown in profile, leaning slightly backward while interacting with the bird. The material appears to be weathered stone or plaster.","""[11.607, 19.979, 11.338]"""
0979f9320f384922acab059b9b91ad8b,low_poly_horse_01,"A low-poly 3D model of a horse standing on four legs. The body is a light tan or beige color with a dark grey mane running down the neck and a matching dark grey tail. The hooves are also dark grey, and the inner ears have a pinkish hue. The geometry is stylized and blocky, characteristic of low-poly assets used in games or simulations.","""[279.087, 197.555, 61.349]"""
09db1fd5c3504efcaa2924485f821202,ak47_rifle,"An AK-47 style assault rifle. The object is a long gun constructed from metal and wood or polymer. It features a long barrel, a receiver with a dust cover, a curved magazine, a pistol grip, and a fixed stock. The handguard is rectangular with ventilation slots. The front sight is a post type. It is a selective-fire automatic weapon.","""[0.057, 0.232, 0.669]"""
09dceec7ec1b4e93bd298278e93ed9aa,white_humanoid_01,"A white, untextured 3D model of a humanoid figure constructed from primitive geometric shapes. The head is a sphere, the torso is a rectangular prism, and the limbs (arms and legs) are rectangular prisms attached to spherical joints. The figure is posed with arms extended horizontally, resembling a T-pose or A-pose stance commonly used for character rigging or physics simulations. The material appears to be a smooth, matte white surface, typical of a default 3D asset or a placeholder model.","""[25.175, 39.736, 9.768]"""
09efec903f9b43d28d9fb87eefaf2f59,game_assets_collection,"A collection of 3D game assets including a gold star, a satellite, a Pokéball, an Android robot, a Super Mushroom, a question block, coins, and bombs, arranged on a flat platform.","""[45.870, 19.911, 45.870]"""
09f22449fb874220bb2112b49db85b88,unknown_object,Unrecognizable or abstract object.,"""[82225.760, 8858.811, 12957.040]"""
09fa05253abd45c6839d0263130ff552,unknown_object,Unrecognizable or abstract object.,"""[0.019, 0.057, 0.058]"""
09fdc3e42a374c48a182f6daa3068d15,office_room_01,"A 3D model of a training room or office space. The scene features a pink floor and is furnished with multiple black office chairs on casters arranged in rows. There are light-colored wooden desks with dark wood accents and drawers. A dark grey screen or partition stands at the front. Tall, light-wood storage cabinets are positioned along the right wall. The layout suggests a classroom or meeting setup.","""[5.182, 0.872, 4.319]"""
0a0f1b107acb4b94a8211e11ab69a67f,unknown_object,Unrecognizable or abstract object.,"""[3870.000, 4073.821, 1190.001]"""
0a3dc72fb1bb41439005cac4a3ebb765,white_dinnerware_set_01,"A white ceramic table setting comprising a cylindrical cup, a bowl placed on a plate, a rectangular napkin with a fork and spoon, and a knife. The set is arranged in a standard place setting layout.","""[7.462, 2.226, 6.955]"""
0a3dd21606a84a449bb22f597c34bab7,metal_railing_01,"A grey metal guardrail featuring a top horizontal rail, a bottom horizontal rail, and four vertical balusters. The structure forms a rectangular safety barrier with four open bays, typical for industrial platforms or staircases.","""[6.503, 3.500, 0.295]"""
0a4742a8bf4a43c78a980d7a09af4366,metal_silo_01,"A pair of cylindrical metal silos with conical roofs, situated on a grassy field. The structures are grey, likely galvanized steel, and serve as agricultural storage units.","""[63.271, 5.960, 55.709]"""
0a6ad1a88cc04756ba4743badb098f90,street_lamp_01,"A 3D model of a street lamp or post-top light fixture. The object features a wide, circular base supporting a vertical cylindrical pole. At the top of the pole is a large, dome-shaped or conical shade designed to direct light downwards. The object appears to be made of a smooth, matte material, rendered in a neutral grey/white color, and is rotationally symmetric.","""[3.182, 8.169, 3.222]"""
0a7476f62b674123b522c1900bd2cfe9,hand_cranked_reel_01,"A mechanical device composed of a large circular disc and a rectangular box, both featuring a white, diamond-quilted surface texture. The disc is mounted on a central axis and connected via brass-colored gears to a crank handle with a brown wooden grip. A dark cylindrical component protrudes from the side of the rectangular housing. The object appears to be a stylized, hand-operated winding mechanism or spool.","""[170.308, 250.222, 349.136]"""
0a868fb5784348a3955607c8e8dd52fe,pendant_light_01,"A pendant lamp featuring a white, bell-shaped glass shade. The fixture includes gold-colored metal hardware connecting the shade to a thin black suspension cord, which attaches to a ceiling mount. An Edison-style bulb is visible within the shade.","""[334.058, 98.455, 334.058]"""
0aa5a95f7a6a4f899ef2e5fa7dc53b66,tie_advanced_starfighter_01,"A 3D model of a futuristic starfighter, resembling a TIE Advanced x1. It features a central cockpit pod with a visible control stick and canopy, flanked by two large, hexagonal solar array wings. The wings are angled outwards and upwards from the central fuselage. The surface has a metallic grey finish with darker panels and vented details on the wings. The object is designed for space combat simulation.","""[462.918, 259.822, 512.433]"""
0ab41014322b468f901b2e3887f19688,white_hollow_rectangular_block_01,"A solid white rectangular prism with a rectangular hole or tunnel running horizontally through its center. The frontal and superior views display a flat, solid white rectangular surface, indicating the outer faces of the block. The lateral view reveals the hollow nature of the object, showing a frame-like structure where the outer border is the side face of the block and the inner white rectangle is the back face visible through the opening. The object has sharp, well-defined edges and appears to be made of a smooth, matte material like plastic or painted wood.","""[2.081, 2.000, 2.000]"""
0ac9ab7dde51482f860e927653fe19ee,unknown_object,Unrecognizable or abstract object.,"""[0.001, 0.003, 0.009]"""
0b1c31b588394d7db85dbc7ebdfe236c,strawberry_watermelon_popsicle,"A packaged ice cream bar or popsicle with a red and green wrapper labeled ""Strawberry Watermelon"". The wrapper features illustrations of strawberries and watermelon slices. The object is rectangular and rests on a flat, beige, irregular surface resembling a piece of paper or cardboard. The wrapper appears slightly crumpled at one end.","""[0.837, 0.589, 0.848]"""
0b20384a14ac4c4c9dc083013b7c1598,spiral_staircase_01,"A white, polygonal spiral staircase or helical ramp. The structure features a dodecagonal outer wall and an internal spiral path. The frontal and lateral views show the stacked, segmented nature of the exterior, appearing as a ribbed cylinder. The superior view reveals the helical geometry, with a white outer ring and a spiraling interior structure. The material appears to be a matte white surface, resembling concrete or plastic.","""[1.544, 1.205, 1.536]"""
0b2bd5fe961e42b584648101e51bd68f,surgical_mask_01,A light blue disposable surgical face mask featuring horizontal pleats for expansion. The mask has white non-woven fabric borders and white elastic ear loops attached to the sides. It is designed to cover the nose and mouth.,"""[1.457, 1.441, 1.439]"""
0b52980cbfb2482cb8245ddf20e78106,fender_guitar_amp_01,"A black Fender guitar amplifier combo unit. It features a rectangular box shape with a perforated grille cloth covering the front speaker area. The top control panel includes multiple black rotary knobs for settings like volume and tone, along with a red power switch. Two metal carrying handles are mounted on the top corners. A black instrument cable is plugged into the input jack on the side/bottom.","""[2.968, 2.098, 3.933]"""
0b73a19b63744370b9c2d079d683f7e8,modern_house_01,"A single-story modern house with a flat grey roof and a wooden deck patio area. The property includes a small rectangular pool and outdoor furniture, surrounded by a ring of trees and grass.","""[87.174, 9.498, 92.772]"""
0b8470670a7b466ca269a5bf53e2b29f,orange_orion_revolver_01,"A bright orange 3D model of a revolver handgun. The object features a short orange barrel and frame with black accents on the grip, cylinder, and trigger. The word 'ORION' is stamped on the side of the frame. Top-down views reveal a front sight post and a rear sight notch on the barrel.","""[0.482, 1.912, 2.821]"""
0b90dfbedb664f3da48051dff3a35bcf,unknown_object,Unrecognizable or abstract object.,"""[8601.783, 6434.830, 7583.604]"""
0ba4ae3aa97b4298866a2903de4fd1e7,folding_chair_01,"A low-poly 3D model of a folding chair. The object features an L-shaped profile with a tall, light blue vertical section (backrest/legs) and a shorter, white horizontal section (seat). A purple circular hinge marker is visible on the white section, indicating a folding mechanism. The material appears to be a matte plastic or painted surface.","""[12.100, 9.000, 5.988]"""
0ba59ec90af04f80a031d2725cafe8b4,rock_01,"A rough, irregular chunk of stone or rock. The object features a dark, granular upper surface that appears weathered, contrasting with a lighter, tan-colored side face that reveals a smoother, broken interior. It has an uneven, blocky shape with jagged edges, resembling a natural geological specimen or a piece of debris suitable for use as a terrain prop or obstacle.","""[12.193, 12.339, 9.059]"""
0bb2d26d4a9245ada9874aa2ff81dc11,gold_miner_statue_01,"A bronze statue of two gold miners situated on a cylindrical stone pedestal. The sculpture features a kneeling figure holding a gold pan and a standing figure holding a pickaxe, representing a gold rush scene. The base is constructed from rough-hewn stone blocks with a bronze plaque mounted on the front face.","""[2.929, 2.864, 2.948]"""
0bbcedce647b430db3820db352478ef2,room_interior_scan_01,"A 3D mesh reconstruction of a residential interior space, likely a small apartment or house. The model comprises multiple connected rooms featuring structural elements like walls, floors, and windows, along with fixtures and furniture such as a bed, sink, and cabinetry. The geometry exhibits artifacts typical of raw 3D scanning or SLAM processing, including floating debris, disconnected surface patches, and distorted textures.","""[22.320, 2.979, 18.385]"""
0bcbc7f6470e4ec39b6bfb40a97f014f,cyan_car_01,"A low-poly 3D model of a sedan-style car with a solid cyan body and white wheels. The vehicle features a sleek, aerodynamic profile with a sloping hood, a visible front grille with horizontal slats, and a windshield. The design is simple and geometric, typical of a basic simulation asset.","""[2.081, 1.450, 4.904]"""
0c0fd8cfc03942d48bac243f493fa7dc,metal_bowl_with_oatmeal_01,"A dark, metallic bowl with a wide rim, filled with a white, grainy substance resembling oatmeal or porridge. A metal spoon rests inside the bowl. The exterior surface is dark and textured, while the rim and interior appear to be a shinier silver metal.","""[12.173, 4.221, 13.307]"""
0c16db638e0a45f2b4cbcb87fe455e6a,stone_capital_01,"A weathered stone architectural capital, likely made of limestone or sandstone. It features a flat, rectangular top surface that tapers down into a bell-shaped body resting on a circular base. The sides are decorated with carved relief motifs resembling stylized leaves or acanthus foliage. This object serves as the decorative top element of a column or pilaster.","""[0.702, 0.831, 1.990]"""
0c1e8c7de0d9477787d8d7c482a10342,wicker_potted_plant_01,"A 3D model of a leafy green houseplant situated in a hexagonal woven basket pot. The plant features numerous large, broad leaves with a heart shape and visible lighter green venation. The pot has a textured, interlaced pattern in shades of brown and tan, simulating a wicker or rattan material. The top-down view reveals the radial distribution of the stems and leaves emerging from the center of the planter.","""[3.779, 5.582, 3.828]"""
0c3b685ad3734eb1bd7ad7613a7889a0,red_buggy_01,"A low-poly 3D model of a small, four-wheeled vehicle resembling a go-kart or buggy. The vehicle features a prominent red cylindrical engine block with horizontal cooling fins and a matching red funnel on top, suggesting a steam-powered design. The rear section includes a grey rectangular block, likely representing a seat or cabin. It is equipped with large, knobby black tires. The front wheel assembly has a red rim with spokes, while the rear wheels have grey rims. The chassis appears to be a simple grey frame. The materials appear to be shiny red and grey plastic or metal.","""[115.492, 58.917, 84.000]"""
0c47e8d73e3c4821aabef16515a69ffc,unknown_object,Unrecognizable or abstract object.,"""[0.133, 0.109, 0.145]"""
0c4c8b3e5fb24486a2b76fffc8e67a4a,pencil_typography_logo_01,"A 3D typographic sculpture or logo constructed from yellow pencils. The pencils are twisted and intertwined to form cursive lettering, appearing to spell 'Art' and '18'. The pencils feature standard details including pink erasers, grey metal ferrules, and sharpened graphite tips. Some pencil bodies bear printed text such as 'COLLEGE OF VISUAL ARTS'. The object has a flat, planar geometry with significant depth in the intertwining loops.","""[2.197, 3.261, 2.073]"""
